epoch,step,train_loss,train_ssl_std
0,254,7.991619110107422,0.015774060040712357
1,509,7.9580254554748535,0.01577206514775753
2,764,7.916619300842285,0.015806833282113075
3,1019,7.830113410949707,0.015794454142451286
4,1274,7.596377849578857,0.015822725370526314
5,1529,5.989701747894287,0.015816809609532356
6,1784,4.81910514831543,0.015842564404010773
7,2039,4.4334516525268555,0.015826722607016563
8,2294,4.344211578369141,0.01580829732120037
9,2549,4.149538516998291,0.015745112672448158
10,2804,4.006356716156006,0.015745101496577263
11,3059,3.872727155685425,0.015712544322013855
12,3314,3.942223072052002,0.015706917271018028
13,3569,3.650958776473999,0.01567363552749157
14,3824,3.570845127105713,0.01565534807741642
15,4079,3.7562499046325684,0.01563446968793869
16,4334,3.5422585010528564,0.015608618035912514
17,4589,3.705113649368286,0.015603103674948215
18,4844,3.469318151473999,0.015603464096784592
19,5099,3.331498622894287,0.01558766234666109
20,5354,3.268643379211426,0.015575803816318512
21,5609,3.3899857997894287,0.015566428191959858
22,5864,3.3483664989471436,0.015554008074104786
23,6119,3.262535572052002,0.015526621602475643
24,6374,3.284339427947998,0.015529628843069077
25,6629,3.283522844314575,0.015524867922067642
26,6884,3.193039655685425,0.015506520867347717
27,7139,3.2499289512634277,0.015499638393521309
28,7394,3.143643379211426,0.015475505031645298
29,7649,3.2107954025268555,0.015463987365365028
30,7904,3.1840908527374268,0.015461995266377926
31,8159,3.172407627105713,0.015455994755029678
32,8414,3.0760297775268555,0.015430937521159649
33,8669,3.0601563453674316,0.01542472280561924
34,8924,3.0905539989471436,0.0154219726100564
35,9179,3.0222301483154297,0.015413260087370872
36,9434,3.088174819946289,0.015398814342916012
37,9689,3.1033735275268555,0.015394638292491436
38,9944,3.1321732997894287,0.015388625673949718
39,10199,3.033735752105713,0.015371561981737614
40,10454,2.986896276473999,0.015372641384601593
41,10709,3.0074574947357178,0.015367606654763222
42,10964,3.0424716472625732,0.015352115035057068
43,11219,2.954012870788574,0.015328879468142986
44,11474,2.9828834533691406,0.015326167456805706
45,11729,2.965411901473999,0.015306211076676846
46,11984,3.0319602489471436,0.015312808565795422
47,12239,2.8877484798431396,0.015311699360609055
48,12494,2.9008522033691406,0.01530015841126442
49,12749,2.9716265201568604,0.015288898721337318
50,13004,2.871626377105713,0.015283267013728619
51,13259,2.9594814777374268,0.01529744267463684
52,13514,2.859410524368286,0.015277286060154438
53,13769,2.9223365783691406,0.015273290686309338
54,14024,2.812784194946289,0.01525280624628067
55,14279,2.8935723304748535,0.015262706205248833
56,14534,2.813849449157715,0.01525740884244442
57,14789,2.7699928283691406,0.015249074436724186
58,15044,2.803622245788574,0.015230908989906311
59,15299,2.7802910804748535,0.015232900157570839
60,15554,2.8827414512634277,0.015236161649227142
61,15809,2.7972655296325684,0.015206078067421913
62,16064,2.780184745788574,0.015215383842587471
63,16319,2.8503196239471436,0.015208915807306767
64,16574,2.7925782203674316,0.015198789536952972
65,16829,2.7553977966308594,0.015196301974356174
66,17084,2.7682173252105713,0.015182606875896454
67,17339,2.823615074157715,0.015181516297161579
68,17594,2.7453479766845703,0.015181032940745354
69,17849,2.7702059745788574,0.015177122317254543
70,18104,2.8207740783691406,0.015159077942371368
71,18359,2.712002754211426,0.015159301459789276
72,18614,2.7358665466308594,0.0151554886251688
73,18869,2.7493252754211426,0.015141389332711697
74,19124,2.7757811546325684,0.015141828916966915
75,19379,2.699005603790283,0.015138850547373295
76,19634,2.795987129211426,0.015126083046197891
77,19889,2.7138495445251465,0.015111279673874378
78,20144,2.684161901473999,0.015117938630282879
79,20399,2.6496448516845703,0.015094902366399765
80,20654,2.672159194946289,0.015096026472747326
81,20909,2.756747245788574,0.01509942952543497
82,21164,2.628622055053711,0.015080073848366737
83,21419,2.6923296451568604,0.015077689662575722
84,21674,2.6639204025268555,0.01507341954857111
85,21929,2.662322521209717,0.015073667280375957
86,22184,2.6675426959991455,0.015059041790664196
87,22439,2.6323509216308594,0.015068424865603447
88,22694,2.651526927947998,0.015062504447996616
89,22949,2.6041903495788574,0.015047994442284107
90,23204,2.673614978790283,0.015036560595035553
91,23459,2.6974077224731445,0.015040118247270584
92,23714,2.6845526695251465,0.01504009310156107
93,23969,2.631108045578003,0.015026617795228958
94,24224,2.597691774368286,0.015030095353722572
95,24479,2.6787641048431396,0.015045369043946266
96,24734,2.6640625,0.015019018203020096
97,24989,2.6093039512634277,0.015012563206255436
98,25244,2.6094815731048584,0.015011065639555454
99,25499,2.6373579502105713,0.01499127596616745
