epoch,lr-AdamW,step,train_acc,train_f1_macro,train_loss,val_acc,val_f1_macro,val_f1_weighted,val_loss
,0.0073588805249551505,0,,,,,,,
0,,44,,,,0.25,0.2646879553794861,0.2311348021030426,0.12069009244441986
0,,44,0.5249999761581421,0.43588918447494507,0.1864606887102127,,,,
,0.0073588805249551505,45,,,,,,,
1,,89,,,,0.3055555522441864,0.3177872598171234,0.2984634339809418,0.11420667171478271
1,,89,0.6569444537162781,0.5775887966156006,0.09647814184427261,,,,
,0.0073588805249551505,90,,,,,,,
2,,134,,,,0.4444444477558136,0.43574434518814087,0.48121628165245056,0.09219276905059814
2,,134,0.699999988079071,0.6497593522071838,0.07584439218044281,,,,
,0.0073588805249551505,135,,,,,,,
3,,179,,,,0.3444444537162781,0.358257919549942,0.3551930785179138,0.11390046030282974
3,,179,0.7236111164093018,0.6949324607849121,0.07250817120075226,,,,
,0.0073588805249551505,180,,,,,,,
4,,224,,,,0.5055555701255798,0.46707290410995483,0.550087571144104,0.09676207602024078
4,,224,0.7277777791023254,0.7017167806625366,0.07460248470306396,,,,
,0.0073588805249551505,225,,,,,,,
5,,269,,,,0.5722222328186035,0.5171434879302979,0.6256155967712402,0.08172012865543365
5,,269,0.8055555820465088,0.7835597395896912,0.05378514900803566,,,,
,0.0073588805249551505,270,,,,,,,
6,,314,,,,0.46666666865348816,0.4508373737335205,0.5095296502113342,0.08935751020908356
6,,314,0.7763888835906982,0.7454246282577515,0.053499121218919754,,,,
,0.0073588805249551505,315,,,,,,,
7,,359,,,,0.4888888895511627,0.4731507897377014,0.5265930891036987,0.09358730167150497
7,,359,0.8027777671813965,0.7822731137275696,0.04935036227107048,,,,
,0.0073588805249551505,360,,,,,,,
8,,404,,,,0.5222222208976746,0.4931836724281311,0.570929765701294,0.0909104123711586
8,,404,0.8402777910232544,0.8244032859802246,0.04553278908133507,,,,
,0.0073588805249551505,405,,,,,,,
9,,449,,,,0.6222222447395325,0.5470739603042603,0.674873411655426,0.08760532736778259
9,,449,0.8083333373069763,0.8039846420288086,0.04660562425851822,,,,
,0.0073588805249551505,450,,,,,,,
10,,494,,,,0.6722221970558167,0.5939342379570007,0.7183998823165894,0.08952314406633377
10,,494,0.8458333611488342,0.8313385248184204,0.04612448439002037,,,,
,0.0073588805249551505,495,,,,,,,
11,,539,,,,0.6277777552604675,0.5601948499679565,0.6765148639678955,0.0993787944316864
