epoch,lr-AdamW,step,train_acc,train_f1_macro,train_loss,val_acc,val_f1_macro,val_f1_weighted,val_loss
,4.366580823825753e-05,6210,,,,,,,
69,,6299,,,,0.75,0.6661080121994019,0.7807841300964355,0.0592135414481163
69,,6299,0.8680555820465088,0.8612421751022339,0.019173715263605118,,,,
,4.366580823825753e-05,6300,,,,,,,
70,,6389,,,,0.7833333611488342,0.6942509412765503,0.8113046884536743,0.06471002101898193
70,,6389,0.8861111402511597,0.8801342248916626,0.01733415760099888,,,,
,4.366580823825753e-05,6390,,,,,,,
71,,6479,,,,0.7333333492279053,0.6434904336929321,0.7679048776626587,0.05977026745676994
71,,6479,0.8902778029441833,0.8836106061935425,0.016213595867156982,,,,
,4.366580823825753e-05,6480,,,,,,,
72,,6569,,,,0.75,0.6453347206115723,0.7818052768707275,0.07067301124334335
72,,6569,0.8513888716697693,0.8437613844871521,0.02098255045711994,,,,
,4.366580823825753e-05,6570,,,,,,,
73,,6659,,,,0.7555555701255798,0.6690571308135986,0.7862813472747803,0.059055957943201065
73,,6659,0.8666666746139526,0.8602720499038696,0.022610481828451157,,,,
,4.366580823825753e-05,6660,,,,,,,
74,,6749,,,,0.7555555701255798,0.6622806787490845,0.7882391214370728,0.05588642135262489
74,,6749,0.9013888835906982,0.8960465788841248,0.020550010725855827,,,,
,4.366580823825753e-05,6750,,,,,,,
75,,6839,,,,0.7333333492279053,0.6487628221511841,0.7671612501144409,0.06979864090681076
75,,6839,0.8916666507720947,0.8829252123832703,0.01981661096215248,,,,
,4.366580823825753e-05,6840,,,,,,,
76,,6929,,,,0.7333333492279053,0.6535861492156982,0.7692959308624268,0.0618736706674099
76,,6929,0.8694444298744202,0.8675624132156372,0.023844625800848007,,,,
,2.1832904119128763e-05,6930,,,,,,,
77,,7019,,,,0.75,0.6716089248657227,0.7848626375198364,0.06332790106534958
77,,7019,0.8791666626930237,0.8769254684448242,0.02011406235396862,,,,
,2.1832904119128763e-05,7020,,,,,,,
78,,7109,,,,0.7444444298744202,0.6599304676055908,0.7795790433883667,0.058873251080513
78,,7109,0.8736110925674438,0.8707008957862854,0.015988755971193314,,,,
,2.1832904119128763e-05,7110,,,,,,,
79,,7199,,,,0.7166666388511658,0.6424687504768372,0.7542689442634583,0.06777551770210266
79,,7199,0.8583333492279053,0.8594403266906738,0.01945192739367485,,,,
,2.1832904119128763e-05,7200,,,,,,,
80,,7289,,,,0.7722222208976746,0.679671049118042,0.79962557554245,0.06136392429471016
80,,7289,0.8819444179534912,0.8740129470825195,0.01909283734858036,,,,
,2.1832904119128763e-05,7290,,,,,,,
81,,7379,,,,0.7888888716697693,0.6915866732597351,0.8102971315383911,0.06518590450286865
81,,7379,0.8611111044883728,0.8591240644454956,0.022315528243780136,,,,
,2.1832904119128763e-05,7380,,,,,,,
82,,7469,,,,0.7555555701255798,0.6560383439064026,0.7882644534111023,0.062004853039979935
82,,7469,0.8888888955116272,0.8867825865745544,0.014490676112473011,,,,
,1.0916452059564382e-05,7470,,,,,,,
83,,7559,,,,0.7555555701255798,0.6622806787490845,0.7882391214370728,0.061559177935123444
83,,7559,0.8708333373069763,0.8606349229812622,0.018429474905133247,,,,
,1.0916452059564382e-05,7560,,,,,,,
84,,7649,,,,0.7388888597488403,0.667677640914917,0.7748868465423584,0.06794697791337967
84,,7649,0.8805555701255798,0.8769789934158325,0.022066855803132057,,,,
,1.0916452059564382e-05,7650,,,,,,,
85,,7739,,,,0.7444444298744202,0.641934871673584,0.7773259282112122,0.06325723975896835
85,,7739,0.862500011920929,0.8576797246932983,0.017962295562028885,,,,
,1.0916452059564382e-05,7740,,,,,,,
86,,7829,,,,0.7833333611488342,0.7055172920227051,0.8074086904525757,0.0667150542140007
86,,7829,0.8694444298744202,0.8680320382118225,0.01896652951836586,,,,
,1.0916452059564382e-05,7830,,,,,,,
87,,7919,,,,0.7555555701255798,0.6533679962158203,0.7866595983505249,0.07573309540748596
87,,7919,0.8930555582046509,0.8868311643600464,0.018486879765987396,,,,
,1.0916452059564382e-05,7920,,,,,,,
88,,8009,,,,0.7111111283302307,0.5984088182449341,0.7474977970123291,0.06742257624864578
88,,8009,0.8930555582046509,0.8849942684173584,0.020882967859506607,,,,
,1.0916452059564382e-05,8010,,,,,,,
89,,8099,,,,0.7722222208976746,0.6676583290100098,0.800699770450592,0.0567878820002079
89,,8099,0.862500011920929,0.8592489361763,0.02770383656024933,,,,
,1.0916452059564382e-05,8100,,,,,,,
90,,8189,,,,0.7333333492279053,0.659769594669342,0.768187940120697,0.059623345732688904
90,,8189,0.8736110925674438,0.8661325573921204,0.01656903699040413,,,,
,1.0916452059564382e-05,8190,,,,,,,
91,,8279,,,,0.7388888597488403,0.6520781517028809,0.7747992873191833,0.0578748844563961
91,,8279,0.875,0.8675497174263,0.019322600215673447,,,,
,1.0916452059564382e-05,8280,,,,,,,
92,,8369,,,,0.75,0.6453347206115723,0.7818052768707275,0.07116778939962387
92,,8369,0.8638888597488403,0.85736483335495,0.02041362039744854,,,,
,5.458226029782191e-06,8370,,,,,,,
93,,8459,,,,0.7444444298744202,0.6812126636505127,0.7789797782897949,0.059920649975538254
93,,8459,0.8916666507720947,0.8889749050140381,0.016319816932082176,,,,
,5.458226029782191e-06,8460,,,,,,,
94,,8549,,,,0.7333333492279053,0.634779155254364,0.7662624716758728,0.06224985048174858
94,,8549,0.8930555582046509,0.8896375298500061,0.015147365629673004,,,,
,5.458226029782191e-06,8550,,,,,,,
95,,8639,,,,0.7277777791023254,0.6362226605415344,0.763770341873169,0.059934817254543304
95,,8639,0.8763889074325562,0.8727146983146667,0.018569577485322952,,,,
,5.458226029782191e-06,8640,,,,,,,
96,,8729,,,,0.7555555701255798,0.6744282245635986,0.7876207828521729,0.0668191909790039
96,,8729,0.8847222328186035,0.8838220238685608,0.01847701519727707,,,,
,5.458226029782191e-06,8730,,,,,,,
97,,8819,,,,0.7444444298744202,0.6556171178817749,0.7763402462005615,0.05744365602731705
97,,8819,0.8736110925674438,0.863682210445404,0.018264751881361008,,,,
,5.458226029782191e-06,8820,,,,,,,
98,,8909,,,,0.7666666507720947,0.669370174407959,0.7960478663444519,0.06157455965876579
98,,8909,0.8791666626930237,0.8733762502670288,0.018780017271637917,,,,
,2.7291130148910954e-06,8910,,,,,,,
99,,8999,,,,0.7333333492279053,0.6434904336929321,0.7679048776626587,0.06631442904472351
99,,8999,0.8708333373069763,0.8625320792198181,0.016948189586400986,,,,
